,acc_ankle_x,acc_ankle_y,acc_ankle_z,acc_chest_x,acc_chest_y,acc_chest_z,acc_hand_x,acc_hand_y,acc_hand_z,gyr_ankle_x,gyr_ankle_y,gyr_ankle_z,gyr_chest_x,gyr_chest_y,gyr_chest_z,gyr_hand_x,gyr_hand_y,gyr_hand_z,hr_hr,labelother,labellying,labelsitting,labelstanding,labelironing,labelvacuumcleaning,labelascendingstairs,labeldescendingstairs,labelwalking,labelcycling,labelnordicwalking,labelrunning,labelropejumping,mag_ankle_x,mag_ankle_y,mag_ankle_z,mag_chest_x,mag_chest_y,mag_chest_z,mag_hand_x,mag_hand_y,mag_hand_z,temp_ankle_temp,temp_chest_temp,temp_hand_temp
2016-02-08 18:29:15.656,9.569494599999999,-0.194717138,-2.7307870000000003,-0.20616750199999997,9.7742968,0.299522414,-9.5643076,-1.8021284,0.8635525600000001,0.015688356599999998,-0.00453874776,0.0033896667,0.0058446638,-0.0035322642000000016,-0.018629931159999998,-0.00550353534,0.0019067796000000014,-0.006941874320000001,84.58909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,-35.235022,38.583642000000005,-17.703512,8.8858852,-39.44112,24.676530000000003,48.587480000000006,-6.27932,12.68894,33.29625,36.6275,33.75
2016-02-08 18:29:20.656,9.5798184,-0.178220378,-2.713032,-0.1459640658,9.778498399999998,0.17049704559999998,-9.582589200000001,-1.7374446000000001,0.8676791200000001,0.0032597607799999995,-0.0036170796599999987,0.0024518357399999995,0.010199020000000001,-0.0031008128140000003,-0.017076773740000002,0.004254337,-0.0033329957680000005,-0.00788603836,84.81090909090908,1,0,0,0,0,0,0,0,0,0,0,0,0,-35.188902000000006,38.449308,-17.944314,8.711181999999999,-39.20842400000001,25.370548000000003,48.76985600000001,-6.298838,12.903919999999998,33.3125,36.66625,33.755
2016-02-08 18:29:25.656,9.5788356,-0.1768399432,-2.6952996,-0.110232578,9.7763334,0.0906118888,-9.587332199999999,-1.7064066,0.8551873199999999,0.01025729232,-0.0009063659799999996,-8.81141400000006e-05,0.0032828956,0.002366831806,-0.026302160799999995,-0.007939184,-0.0016695491999999994,-0.0034960706199999997,84.31272727272727,1,1,0,0,0,0,0,0,0,0,0,0,0,-35.366507999999996,38.233889999999995,-18.032628,8.3438612,-39.102340000000005,25.683238000000003,48.616983999999995,-6.164144000000001,12.837792000000002,33.3125,36.6875,33.79
2016-02-08 18:29:30.656,8.0700423944,0.8190119974199999,-3.2564356000000005,-1.45692733,7.166976052000001,-0.09490340799999991,-6.5388229078,-3.5184412719999996,0.9977944519999999,-0.36499669977999993,-0.18898496099999998,-0.18474412399999998,-0.1667225458,-0.34622156088000006,-0.032614265999999996,0.3029613998,-0.1887901656,-0.38181252571999996,84.3,0,1,0,0,0,0,0,0,0,0,0,0,0,-24.316351,36.01603135,16.601657200000002,25.4780266,-17.66388404,18.8109966,30.55579868,18.285361800000004,11.117194200000002,33.32625,36.6875,33.805
2016-02-08 18:29:35.656,-0.9556289000000001,7.0541751999999995,-7.059872600000001,0.9627642240000001,-0.74514716,9.3652584,0.47852305699999986,-6.230221662,6.919803400000001,0.0350027036,-0.005470110540000001,0.005133288199999999,-0.03656678523999999,-0.006413844440000003,-0.024637980934,-0.035888267019999996,0.09793077919999994,0.08916397126,87.89818181818183,0,1,0,0,0,0,0,0,0,0,0,0,0,-13.893906000000001,6.587010198000001,38.160022000000005,34.749626000000006,14.8175862,-29.397039999999997,-11.008158799999999,48.890808,-16.84215268,33.375,36.73375,33.8125
2016-02-08 18:29:40.656,-1.0134706000000002,6.645910600000001,-7.514832999999999,0.92161284,-0.8638063199999999,9.5050644,6.026807359999999,-1.88495332,6.8843338,0.01120023782,-0.006430830520000002,0.0043684208,-0.023088026680000005,-0.040044571579999994,-0.01932086748,-0.07364203050000001,0.03667525399999999,-0.290896224,90.14727272727272,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.590676,8.235974800000001,38.073401999999994,34.775318,15.229071999999999,-29.151030000000002,-39.09897,-5.4419428,-14.7234908,33.375,36.75,33.8125
2016-02-08 18:29:45.656,-1.0137667000000001,6.6186172,-7.520069199999999,0.97022448,-0.6537911200000001,9.4030404,6.502428000000001,-2.049732,6.865843600000002,0.0109211716,0.001171020839999999,0.01165466022,-0.0037706329200000006,0.004495226000000001,-0.01570909752,-0.00779362316,-0.0026056327000000003,-0.007167600240000001,87.08363636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.650205999999999,8.3752958,38.033314,34.73237400000001,14.995917999999996,-29.141542,-39.975843999999995,-7.624365400000001,-15.388264000000001,33.375,36.7575,33.8125
2016-02-08 18:29:50.656,-1.01263956,6.611324000000001,-7.557829799999999,0.94310294,-0.66509718,9.388646999999999,6.4793994,-2.0683865999999997,6.880956199999999,0.012207609576,-0.0040678685,0.002408132416,-0.004073935660000002,-0.0017790195800000005,-0.014605003559999998,-0.00600029656,-0.00651054478,-0.0007859984556000001,83.91136363636365,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.648290000000001,8.3802072,37.985094000000004,34.691766,15.113648000000001,-29.28632,-40.114028,-7.512750199999999,-15.391274000000003,33.38125,36.8125,33.845
2016-02-08 18:29:55.656,-1.01491298,6.6058098,-7.5315791999999995,0.9512962600000001,-0.62527808,9.3785984,6.4899081999999995,-2.0319336,6.8933068,0.012644992400000001,-0.006054679980000001,0.00483263608,0.0077959434,-0.0016368381999999993,-0.0195600134,-0.0088469358,-0.0034362647800000013,-0.015296760640000002,78.84545454545454,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.64952,8.4161916,37.942494,34.75067,15.054646,-29.212260000000004,-40.0426,-7.578687999999999,-15.503879999999999,33.3825,36.8125,33.8675
2016-02-08 18:30:00.656,-0.98643282,6.6126782,-7.557570000000001,0.9311279599999999,-0.6589879000000001,9.3953792,6.4941276,-2.0199276000000004,6.881782999999998,0.009461089523999999,-0.0017618504,0.0050220694799999995,0.0014568362599999998,-0.0027544299999999996,-0.01239638842,-0.00564945872,-0.009929275,-0.00904720666,76.02363636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.671717999999998,8.528177999999999,37.996178,34.765396,14.932870000000001,-29.211456,-40.027761999999996,-7.6315366,-15.409103999999997,33.4225,36.82,33.875
2016-02-08 18:30:05.656,-0.9814645,6.594470799999999,-7.563580200000001,0.96282404,-0.62454008,9.381902,6.476370999999999,-2.0577598,6.8785666,0.0128716082,-0.0032942706399999994,0.0053317632999999994,0.005006423362,-0.0036944356240000004,-0.011856970340000002,-0.00298138604,-0.008783493560000001,-0.011632573965999999,74.38727272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.646926,8.44197,37.99637,34.737778,15.070612,-29.226529999999997,-40.016418,-7.513052200000001,-15.472845999999999,33.43,36.84125,33.875
2016-02-08 18:30:10.656,-1.0066979600000001,6.5727274,-7.578367999999999,0.97304984,-0.5452995399999999,9.411258600000002,6.5064058,-2.0642968,6.8528664,0.0082748333,0.0019603767000000005,0.007038952940000002,0.0067139014200000005,-0.0025743373999999996,-0.016766400270000002,-0.012759455400000001,-0.00022397360000000026,-0.00078831292,73.41454545454546,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.739116,8.6108676,37.828494,34.786804000000004,14.82127,-29.312202,-39.927341999999996,-7.497935200000001,-15.44949,33.4375,36.875,33.875
2016-02-08 18:30:15.656,-1.00320052,6.567997800000001,-7.5597798,0.93797374,-0.60407168,9.389904399999999,6.4756708000000005,-2.0927781999999997,6.8655881999999995,0.00833616668,-0.004375210639999999,0.010288197999999997,-0.0016386433000000005,-0.00196931954,-0.009816945099999998,-0.0033105437799999995,0.00366833902,-0.01173626458,73.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.692662,8.577601199999998,37.811676000000006,34.759693999999996,14.93821,-29.183334,-39.987610000000004,-7.4698796,-15.420668,33.4375,36.875,33.9025
2016-02-08 18:30:20.656,-0.9823534799999999,6.571915199999999,-7.5904625999999995,0.9391308599999999,-0.6190368999999999,9.4046874,6.475936799999999,-2.0548384,6.865464200000002,0.01246070068,-0.00783251286,0.00795067744,-0.0003343806000000003,-0.00436748328,-0.014374079699999997,-0.00552864822,-0.0003856560200000002,-0.011762406559999999,72.18727272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.6928,8.552361999999999,37.98190400000001,34.787236,14.968124,-29.163566000000007,-40.00001,-7.6553616,-15.419521999999999,33.4375,36.8925,33.93
2016-02-08 18:30:25.656,-0.98348138,6.558341,-7.601194399999998,0.9622275400000002,-0.61077802,9.4120496,6.490490199999999,-2.0617186,6.872632199999999,0.00404798,-0.00534914844,0.005509841599999999,-0.0013236080600000006,-0.0018968196999999993,-0.0170042314,-0.006946640120000001,0.005219990600000001,-0.007772928659999999,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.714526000000001,8.5582768,37.87402,34.770954,14.945600000000002,-29.248156000000005,-39.996044000000005,-7.536490999999999,-15.493739999999997,33.45125,36.93,33.9375
2016-02-08 18:30:30.656,-0.9995856199999998,6.5393251999999995,-7.5850338000000015,0.9463253799999998,-0.6483346999999999,9.4188528,6.468696,-2.0933315999999995,6.8824192,0.010341563759999998,-0.0043422645999999995,0.0024164007406,0.009459604080000001,-0.0056426118,-0.014365185899999997,-0.005245887580000001,0.007374415600000001,-0.007163101339999998,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.74917,8.6632012,37.941862,34.820456,15.077728,-29.093456,-40.010528,-7.421508200000001,-15.434042,33.46375,36.9375,33.9375
2016-02-08 18:30:35.656,-0.9892378399999999,6.530931799999999,-7.5879624,0.92692858,-0.63272224,9.3797298,6.459240799999999,-2.1543448000000005,6.8401476,0.008639460560000001,-0.00512094056,0.005728879119999999,0.005816146849999999,-0.00994183264,-0.011788275639999998,-0.010721730169999999,0.0026490651,0.0013866144479999997,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.743132000000001,8.582876599999999,37.873904,34.878932000000006,14.959667999999999,-29.25030199999999,-40.064474000000004,-7.2027988,-15.579618000000004,33.5,36.9375,33.9375
2016-02-08 18:30:40.656,-1.0001533999999999,6.531886400000001,-7.603516199999999,0.9575588399999999,-0.63521892,9.359382400000001,6.5249912,-1.9808113999999997,6.870566800000001,0.00751874746,-0.0033207971380000006,0.004734501539999999,0.008097670998,-0.0030080682199999996,-0.01771615404,-0.00558481876,-0.0025432145199999995,-0.00932599464,71.12545454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.745404,8.5908324,37.91358999999999,34.729118,14.941944000000001,-29.206126000000005,-39.91631399999999,-7.798796599999999,-15.387324,33.5,36.9525,33.94
2016-02-08 18:30:45.656,-0.99241668,6.537849199999999,-7.5957566,0.9611784400000001,-0.58392144,9.3739966,6.463206199999999,-2.164735,6.869493,0.0040266335000000006,-0.0056523098599999995,0.0073502496640000005,0.010427076100000002,-0.004917355139999999,-0.021362053159999998,-0.013327933140000001,0.00749824668,-0.00420637048,71.96181818181817,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.73818,8.7139664,37.879432,34.83133599999999,14.786119999999999,-29.325785999999997,-40.074354,-7.236986399999999,-15.532152000000002,33.5,36.99,33.97875
2016-02-08 18:30:50.656,-0.99054684,6.533381,-7.608059000000001,0.9550794800000001,-0.57243822,9.3986298,6.4898916,-2.0898942,6.861172799999999,0.0015479567999999993,-0.005498984320000001,0.008731578200000001,0.008828464342,-0.003942505200000001,-0.01766129346,-0.01545068694,0.002532033128,-0.006416561599999999,70.48727272727272,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.792289999999998,8.739847600000001,37.88205000000001,34.829848,14.775913999999998,-29.382137999999994,-40.02771,-7.3958186,-15.502393999999997,33.5,37.0,34.0
2016-02-08 18:30:55.656,-1.00313476,6.525816600000001,-7.6019658,0.9436144,-0.59273014,9.3992626,6.467405200000001,-2.093459,6.8670056000000015,0.0010145548000000005,-0.00473319464,0.004404799503999999,0.004702812400000001,-0.003498523399999999,-0.01877062134,-0.0101174736,0.002909244000000001,-0.00945986566,69.0109090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.830575999999999,8.8757356,37.910122,34.819526,14.861322,-29.303738,-40.088162000000004,-7.2983182,-15.56324,33.5,37.0,34.0
2016-02-08 18:31:00.656,-1.0022380800000001,6.520445399999999,-7.5957490000000005,0.9640302599999999,-0.59508984,9.394219,6.4582468,-2.147948,6.875519800000001,-0.0027146885799999997,-0.0026667139999999993,0.0057377611000000005,-0.0001618021399999996,-0.00039441721399999957,-0.016641164979999998,-0.005402766859999999,0.0013369407399999999,-0.008847416276,69.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.724692000000003,8.6487458,37.819986,34.820312,14.778734000000004,-29.275062000000002,-40.109097999999996,-7.232659399999999,-15.545218,33.5325,37.02125,34.0
2016-02-08 18:31:05.656,-0.9955936199999997,6.519669,-7.5987632000000005,0.9494915,-0.57566424,9.3644646,6.482018,-2.1043056,6.8549458,0.01141183466,-0.004922878340000001,0.001893864478,0.0029106259,-0.0021766085999999994,-0.017279066720000003,-0.0065727717399999995,-0.0004385690400000006,-0.00220180364,69.71272727272726,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.741292000000001,8.693254199999998,37.78867399999999,34.755726,14.848230000000001,-29.326672000000002,-40.002692,-7.387249800000002,-15.536629999999997,33.55625,37.055,34.0075
2016-02-08 18:31:10.656,-0.9898309399999999,6.514372800000001,-7.605616599999999,0.9421379200000001,-0.62073638,9.3776428,6.4729154,-2.1040484000000004,6.8755918,0.003314712,-0.006138873160000002,0.00238106214,0.006192979,-0.00024254573999999966,-0.0155685436,-0.007946566799999999,0.00015931547999999997,-0.0080830529,70.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.713514,8.6562142,37.922138,34.838172,14.992188,-29.307172,-40.045688000000006,-7.352665799999999,-15.502628,33.5625,37.0625,34.02125
2016-02-08 18:31:15.656,-0.98494536,6.509665999999999,-7.590874000000001,0.95936002,-0.61709832,9.367101400000001,6.473815199999999,-2.0759936,6.873971,0.002839356859999999,-0.005552397159999999,0.0081042906,0.0013202572400000002,0.0013983862000000009,-0.014664093160000002,-0.007329420390000001,-0.005190074219999999,-0.011372812320000002,70.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.737017999999999,8.559532799999998,37.919336,34.839658,14.968828,-29.2196,-39.979832,-7.4331342,-15.520646,33.5625,37.07,34.05
2016-02-08 18:31:20.656,-1.000802,6.5046964,-7.621106,0.9407773999999999,-0.6165288600000001,9.331139400000001,6.4646289999999995,-2.1115524,6.8778022,0.0041166496,-0.0004428873799999996,0.00415385854,0.0028621428000000014,0.0013237664000000004,-0.014839161080000003,-0.006008633084,-0.006465819379999999,-0.00937460396,70.03818181818183,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.795812000000003,8.768247,37.847961999999995,34.849634,14.903897999999996,-29.140203999999997,-40.003116,-7.374794999999999,-15.505207999999998,33.5625,37.0775,34.0475
2016-02-08 18:31:25.656,-0.99823866,6.5192532000000005,-7.638920599999999,0.95407046,-0.6138856,9.3941004,6.467294000000001,-2.1321172,6.8717534,0.0003314294600000004,-0.00380469514,0.005293967380000001,-0.0036351941740000006,-0.0006468509200000006,-0.01805926756,-0.008705813480000001,-2.950499999999967e-05,-0.005976649168,71.51272727272728,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.779092,8.7134064,37.870778,34.853711999999994,14.90109,-29.072474000000003,-39.99392,-7.290932799999999,-15.552976000000001,33.5625,37.11125,34.0625
2016-02-08 18:31:30.656,-0.9814942000000001,6.504618000000001,-7.626309600000001,0.9573569999999999,-0.6337595,9.3524056,6.482708200000001,-2.0783794,6.869492800000001,0.00751183942,-0.00649992888,0.0024202356600000006,0.0047017896,-0.00476214656,-0.015958938619999998,-0.00735616728,-0.002735180468,-0.010291203300000001,72.57636363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.792436,8.763121,37.913224,34.85786,15.089354,-29.186331999999997,-39.957238000000004,-7.444272600000001,-15.528502000000003,33.58125,37.125,34.0625
2016-02-08 18:31:35.656,-0.9865885799999998,6.519819200000001,-7.624140799999999,0.95247084,-0.63346572,9.3933602,6.4825456,-2.0585313999999997,6.8825098,0.00519622072,-0.007042674419999999,0.0031337598800000007,0.006273197600000001,0.0006145382599999998,-0.018517168719999998,-0.012027827999999997,-0.0025472136200000006,-0.002992887338,74.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.787574,8.721378999999999,37.811172,34.848606,14.983906000000001,-29.151944,-40.049238,-7.5236558,-15.393977999999999,33.61,37.125,34.0625
2016-02-08 18:31:40.656,-1.0097517,6.502462800000001,-7.6196394000000005,0.94407228,-0.6214008000000001,9.3916194,6.493937999999999,-2.0860686,6.8681486,0.009862802319999999,-0.007068366,0.002704670059999999,0.004760366692,0.000352888682,-0.012449760602,-0.008593829599999998,-0.0012541214800000007,-0.0049785776,74.01272727272728,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.783145999999999,8.733924,37.774292,34.894721999999994,15.085285999999998,-29.076065999999997,-40.01202,-7.324618600000001,-15.413638,33.6175,37.13375,34.0625
2016-02-08 18:31:45.656,-0.9815027599999999,6.520045200000001,-7.655733799999999,0.93143186,-0.6335051599999999,9.377490400000001,6.462538199999999,-2.1357285999999998,6.8878584,0.00793806812,-0.007757100720000001,0.00466249802,0.0030398270200000005,0.0010918610799999999,-0.01887872956,-0.008373763480000001,-0.0012222705400000008,-0.00517521836,74.47454545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.753778,8.706902999999999,37.839665999999994,34.791896,15.071202000000001,-29.228973999999997,-40.000378,-7.357607199999999,-15.563058000000002,33.625,37.165,34.0925
2016-02-08 18:31:50.656,-0.9934909399999999,6.5092628,-7.628005399999999,0.96162554,-0.62220352,9.392714799999998,6.449815,-2.1494282,6.872320000000001,0.001904579199999999,-0.00337320028,0.0024820604799999997,0.010600364066000002,-0.0009005977800000006,-0.02131973008,-0.010242350999999998,-0.00439549878,-0.008026110432,74.56181818181818,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.802912000000001,8.7687524,37.899004,34.835522,14.935486,-29.250465999999996,-40.107243999999994,-7.197998800000001,-15.527072,33.625,37.1875,34.1125
2016-02-08 18:31:55.656,-1.00191708,6.514694400000001,-7.6358424000000005,0.94595332,-0.63655232,9.3793124,6.468081400000001,-2.131357,6.8725325999999995,0.011786075599999996,0.0049920344,-0.00248651696,0.004003523799999999,-9.540859999999998e-05,-0.01989739434,-0.013608272979999997,0.00411468562,-0.0006092053400000001,74.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.871622,8.7489446,37.87893,34.807388,15.034478,-29.19765,-40.104672,-7.2427674,-15.463807999999998,33.6325,37.1875,34.125
2016-02-08 18:32:00.656,-0.9923561000000001,6.503061200000001,-7.613290800000001,0.9511289199999999,-0.6078308,9.3971246,6.461875200000001,-2.1313504000000005,6.867820600000001,-0.0018892702200000006,0.008883069792,0.0036110663000000006,0.00949068678,0.006670799480000001,-0.018467994071999998,-0.012969674140000005,-0.00143616028,-0.009938206359999998,73.1509090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.860884,8.835906,37.861846,34.726776,15.006429999999998,-29.124724,-40.007012,-7.230680000000001,-15.571684,33.625,37.19,34.125
2016-02-08 18:32:05.656,-0.99639958,6.491978599999999,-7.647994199999999,0.9516915800000001,-0.59977478,9.363808200000001,6.4183395999999995,-2.1604775999999997,6.881891800000001,0.006158204399999999,-0.0026463788439999992,0.00402828014,0.0012731030799999993,-0.00128857258,-0.01268590986,-0.00875076768,-0.0017367322269999997,-0.00359239868,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.900242,8.7554132,37.84194,34.842584,14.783002,-29.224170000000004,-40.09706800000001,-7.124182199999999,-15.674515999999999,33.655,37.2275,34.125
2016-02-08 18:32:10.656,-0.99043976,6.494777,-7.623253000000001,0.95924424,-0.59738132,9.3871706,6.473788799999999,-2.094936,6.8771134,-8.86806399999926e-06,-0.0035032342799999994,0.0021764630599999998,0.00893596072,0.0026037770999999994,-0.01711427968,-0.01409198016,0.00020449100000000025,-0.006173131399999999,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.822136,8.823732999999999,37.881848,34.808574,14.931398,-29.329591999999998,-40.063663999999996,-7.319430199999999,-15.487045999999998,33.68125,37.24375,34.125
2016-02-08 18:32:15.656,-0.9893617000000002,6.5116216,-7.641098,0.9361254000000001,-0.61710984,9.3542892,6.4586174000000005,-2.138204,6.862406199999999,0.00394674364,-0.0040835552,0.0035993601000000003,0.0031163488000000004,0.006454169200000001,-0.011269419519999999,-0.009234751959999999,-0.006235745873999999,0.0009186762199999998,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.721016000000002,8.679252000000002,37.749058000000005,34.847838,14.91433,-29.196675999999997,-40.047233999999996,-7.295637599999999,-15.707702,33.6875,37.25,34.1325
2016-02-08 18:32:20.656,-0.9876360599999999,6.4963348,-7.6301802,0.9472473400000001,-0.63417626,9.397139,6.4526198,-2.1209188,6.838396400000001,0.007287671246000001,-0.0027241915799999994,0.00076928826,0.00983404884,0.005009788000000002,-0.014770790900000002,0.0010299392599999995,-0.0031774375500000012,-0.00506537838,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.823642,8.7489928,37.833706,34.82713,14.99514,-29.264968,-40.077458,-7.274159599999999,-15.694636000000003,33.6875,37.25,34.1325
