,acc_ankle_x,acc_ankle_y,acc_ankle_z,acc_chest_x,acc_chest_y,acc_chest_z,acc_hand_x,acc_hand_y,acc_hand_z,gyr_ankle_x,gyr_ankle_y,gyr_ankle_z,gyr_chest_x,gyr_chest_y,gyr_chest_z,gyr_hand_x,gyr_hand_y,gyr_hand_z,hr_hr,labelother,labellying,labelsitting,labelstanding,labelironing,labelvacuumcleaning,labelascendingstairs,labeldescendingstairs,labelwalking,labelcycling,labelnordicwalking,labelrunning,labelropejumping,mag_ankle_x,mag_ankle_y,mag_ankle_z,mag_chest_x,mag_chest_y,mag_chest_z,mag_hand_x,mag_hand_y,mag_hand_z,temp_ankle_temp,temp_chest_temp,temp_hand_temp
2016-02-08 18:29:15.656,9.5694946,-0.194717138,-2.7307870000000003,-0.206167502,9.7742968,0.29952241399999996,-9.5643076,-1.8021284,0.8635525600000001,0.015688356599999998,-0.0045387477600000005,0.0033896666999999998,0.0058446638,-0.0035322642000000016,-0.01862993116,-0.00550353534,0.0019067796000000012,-0.006941874320000001,84.58909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,-35.235022,38.58364200000001,-17.703512,8.8858852,-39.44112,24.676530000000003,48.587480000000006,-6.279319999999999,12.688939999999999,33.29625,36.6275,33.75
2016-02-08 18:29:20.656,9.5798184,-0.178220378,-2.713032,-0.1459640658,9.778498399999998,0.17049704559999998,-9.5825892,-1.7374446,0.8676791200000001,0.0032597607799999995,-0.003617079659999999,0.0024518357399999995,0.01019902,-0.0031008128140000003,-0.017076773740000002,0.004254337,-0.0033329957680000005,-0.007886038359999998,84.81090909090908,1,0,0,0,0,0,0,0,0,0,0,0,0,-35.18890200000001,38.449308,-17.944314000000002,8.711181999999999,-39.20842400000001,25.370548000000007,48.76985600000001,-6.298838,12.903919999999998,33.3125,36.66625,33.755
2016-02-08 18:29:25.656,9.5788356,-0.17683994320000002,-2.6952996,-0.11023257800000001,9.7763334,0.09061188880000001,-9.5873322,-1.7064066000000002,0.8551873199999999,0.01025729232,-0.0009063659799999996,-8.81141400000006e-05,0.0032828956,0.002366831806,-0.0263021608,-0.007939184,-0.0016695491999999994,-0.00349607062,84.31272727272727,1,1,0,0,0,0,0,0,0,0,0,0,0,-35.366508,38.23389,-18.032628,8.343861200000001,-39.10234000000001,25.683238000000006,48.616984,-6.164144000000001,12.837792000000002,33.3125,36.6875,33.79
2016-02-08 18:29:30.656,8.0700423944,0.8190119974199999,-3.2564356000000005,-1.45692733,7.166976052000001,-0.09490340799999993,-6.538822907799999,-3.518441272,0.997794452,-0.3649966997799999,-0.188984961,-0.184744124,-0.1667225458,-0.3462215608800001,-0.032614266,0.30296139980000003,-0.18879016559999998,-0.38181252572,84.3,0,1,0,0,0,0,0,0,0,0,0,0,0,-24.316351,36.01603135,16.601657200000002,25.4780266,-17.66388404,18.810996600000003,30.55579868,18.285361800000004,11.117194200000002,33.32625,36.6875,33.805
2016-02-08 18:29:35.656,-0.9556289,7.0541752,-7.059872600000001,0.962764224,-0.74514716,9.3652584,0.4785230569999999,-6.230221662000001,6.919803400000001,0.0350027036,-0.005470110540000001,0.005133288199999999,-0.03656678523999999,-0.006413844440000003,-0.024637980934000003,-0.03588826702,0.09793077919999994,0.08916397126,87.89818181818183,0,1,0,0,0,0,0,0,0,0,0,0,0,-13.893906,6.587010198000001,38.16002200000001,34.749626000000006,14.8175862,-29.39704,-11.0081588,48.890808,-16.84215268,33.375,36.73375,33.8125
2016-02-08 18:29:40.656,-1.0134706000000002,6.6459106000000014,-7.5148329999999985,0.92161284,-0.8638063199999999,9.5050644,6.0268073599999985,-1.88495332,6.8843338,0.011200237820000002,-0.0064308305200000025,0.0043684208,-0.023088026680000002,-0.04004457158,-0.01932086748,-0.07364203050000001,0.03667525399999999,-0.290896224,90.14727272727272,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.590676,8.235974800000001,38.073402,34.775318,15.229072,-29.15103,-39.09897,-5.4419428,-14.7234908,33.375,36.75,33.8125
2016-02-08 18:29:45.656,-1.0137667,6.618617200000001,-7.520069199999999,0.97022448,-0.6537911200000001,9.4030404,6.502428000000001,-2.049732,6.8658436000000025,0.0109211716,0.001171020839999999,0.011654660220000002,-0.003770632920000001,0.004495226000000001,-0.01570909752,-0.00779362316,-0.0026056327000000003,-0.007167600240000001,87.08363636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.650206,8.3752958,38.033314000000004,34.73237400000001,14.995917999999996,-29.141541999999998,-39.975844,-7.624365400000001,-15.388264,33.375,36.7575,33.8125
2016-02-08 18:29:50.656,-1.01263956,6.6113240000000015,-7.557829799999999,0.94310294,-0.66509718,9.388647,6.479399400000001,-2.0683866,6.880956199999999,0.012207609576,-0.004067868499999999,0.002408132416,-0.0040739356600000024,-0.0017790195800000005,-0.014605003559999996,-0.00600029656,-0.00651054478,-0.0007859984556000001,83.91136363636366,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.64829,8.3802072,37.985094,34.691765999999994,15.113648,-29.28632,-40.114028000000005,-7.512750199999998,-15.391274000000005,33.38125,36.8125,33.845
2016-02-08 18:29:55.656,-1.01491298,6.605809799999999,-7.531579199999999,0.95129626,-0.62527808,9.3785984,6.4899082,-2.0319336,6.8933067999999995,0.0126449924,-0.006054679980000001,0.004832636079999999,0.0077959434,-0.0016368381999999993,-0.0195600134,-0.008846935799999999,-0.0034362647800000013,-0.015296760640000004,78.84545454545454,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.64952,8.4161916,37.942494,34.75067,15.054646,-29.212260000000004,-40.0426,-7.578687999999999,-15.50388,33.3825,36.8125,
2016-02-08 18:30:00.656,-0.98643282,6.6126782,-7.557570000000001,0.93112796,-0.6589879000000001,9.395379199999999,6.4941276,-2.0199276000000004,6.881782999999998,0.009461089524,-0.0017618504,0.00502206948,0.0014568362599999998,-0.00275443,-0.01239638842,-0.00564945872,-0.009929275,-0.00904720666,76.02363636363636,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.671717999999998,8.528177999999999,37.996178,34.765396,14.93287,-29.211456,-40.027762,-7.6315366,-15.409103999999996,33.4225,36.82,
2016-02-08 18:30:05.656,-0.9814645000000001,6.594470799999999,-7.563580200000001,0.96282404,-0.62454008,9.381902,6.4763709999999985,-2.0577598000000004,6.8785666,0.0128716082,-0.00329427064,0.0053317633,0.005006423362000001,-0.003694435624,-0.011856970340000002,-0.0029813860399999998,-0.008783493560000001,-0.011632573966,74.38727272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.646926,8.44197,37.99637,34.737778000000006,15.070611999999999,-29.22653,-40.016418,-7.5130522000000015,-15.472846,33.43,36.84125,
2016-02-08 18:30:10.656,-1.00669796,6.572727400000001,-7.578367999999998,0.97304984,-0.5452995399999999,9.411258600000002,6.5064058,-2.0642968,6.852866400000001,0.0082748333,0.0019603767000000005,0.007038952940000002,0.0067139014200000005,-0.0025743374,-0.016766400270000002,-0.0127594554,-0.00022397360000000024,-0.00078831292,73.41454545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.739116000000001,8.610867599999999,37.828494,34.786804000000004,14.821270000000002,-29.312202000000003,-39.927342,-7.4979352000000015,-15.449489999999999,33.4375,36.875,
2016-02-08 18:30:15.656,-1.00320052,6.567997800000001,-7.559779799999999,0.93797374,-0.60407168,9.3899044,6.4756708000000005,-2.0927782,6.8655882,0.00833616668,-0.004375210639999999,0.010288197999999995,-0.0016386433000000005,-0.0019693195399999998,-0.009816945099999998,-0.0033105437799999995,0.00366833902,-0.01173626458,73.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.692662,8.577601199999998,37.81167600000001,34.759694,14.93821,-29.183334000000002,-39.98761,-7.4698796000000005,-15.420668,33.4375,36.875,33.9025
2016-02-08 18:30:20.656,-0.98235348,6.5719151999999985,-7.590462599999999,0.93913086,-0.6190368999999999,9.4046874,6.475936799999999,-2.0548384,6.865464200000003,0.012460700679999999,-0.00783251286,0.007950677440000001,-0.00033438060000000027,-0.00436748328,-0.014374079699999997,-0.005528648220000001,-0.0003856560200000002,-0.01176240656,72.18727272727273,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.6928,8.552361999999999,37.98190400000001,34.787236,14.968124,-29.16356600000001,-40.000009999999996,-7.655361599999999,-15.419522,33.4375,36.8925,33.93
2016-02-08 18:30:25.656,-0.98348138,6.558341,-7.601194399999998,0.9622275400000002,-0.61077802,9.4120496,6.490490199999999,-2.0617186000000003,6.872632199999999,0.00404798,-0.005349148440000001,0.005509841599999999,-0.0013236080600000006,-0.0018968196999999997,-0.0170042314,-0.006946640120000001,0.005219990600000001,-0.007772928659999998,,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.714526,8.558276800000002,37.87402,34.770953999999996,14.945600000000002,-29.248156000000005,-39.99604400000001,-7.536490999999999,-15.493739999999995,33.45125,36.93,
2016-02-08 18:30:30.656,-0.9995856199999998,6.5393252,-7.5850338000000015,0.9463253799999998,-0.6483346999999999,9.4188528,6.468696,-2.0933315999999995,6.882419199999999,0.010341563759999998,-0.0043422646,0.0024164007405999997,0.00945960408,-0.005642611800000001,-0.014365185899999997,-0.005245887580000001,0.0073744156000000016,-0.0071631013399999985,,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.749170000000001,8.6632012,37.941862,34.820456,15.077728,-29.093456,-40.010528,-7.421508200000001,-15.434042000000002,33.46375,36.9375,
2016-02-08 18:30:35.656,-0.98923784,6.5309317999999985,-7.587962400000001,0.92692858,-0.63272224,9.379729800000002,6.459240799999999,-2.1543448000000005,6.8401476,0.008639460560000001,-0.00512094056,0.00572887912,0.0058161468499999995,-0.00994183264,-0.011788275639999998,-0.01072173017,0.0026490651,0.0013866144479999995,,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.743132,8.582876599999999,37.873903999999996,34.878932000000006,14.959668,-29.25030199999999,-40.064474,-7.2027988,-15.579618000000005,,36.9375,
2016-02-08 18:30:40.656,-1.0001534,6.531886400000001,-7.603516199999999,0.95755884,-0.63521892,9.3593824,6.5249912000000005,-1.9808114,6.8705668000000015,0.007518747459999999,-0.003320797138000001,0.004734501539999999,0.008097670998,-0.00300806822,-0.01771615404,-0.0055848187600000005,-0.0025432145199999995,-0.00932599464,71.12545454545455,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.745404,8.5908324,37.91358999999999,34.729118,14.941944,-29.206126000000005,-39.91631399999999,-7.798796599999998,-15.387324,,36.9525,33.94
2016-02-08 18:30:45.656,-0.99241668,6.537849199999999,-7.595756599999999,0.96117844,-0.58392144,9.3739966,6.463206199999999,-2.164735,6.869492999999999,0.0040266335000000006,-0.00565230986,0.007350249664,0.010427076100000002,-0.004917355139999999,-0.02136205316,-0.01332793314,0.007498246679999999,-0.00420637048,71.96181818181817,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.738179999999998,8.7139664,37.879432,34.83133599999999,14.78612,-29.325786,-40.074354,-7.236986399999998,-15.532152000000002,33.5,36.99,33.97875
2016-02-08 18:30:50.656,-0.99054684,6.533380999999999,-7.608059000000001,0.95507948,-0.57243822,9.3986298,6.4898916,-2.0898942,6.8611727999999985,0.0015479567999999993,-0.005498984320000001,0.008731578200000001,0.008828464342,-0.003942505200000001,-0.017661293459999998,-0.015450686940000001,0.0025320331280000003,-0.0064165616,70.48727272727272,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.792289999999998,8.739847600000001,37.88205000000001,34.829848,14.775913999999998,-29.382137999999994,-40.02771,-7.3958186,-15.502393999999995,,,
2016-02-08 18:30:55.656,-1.00313476,6.5258166000000015,-7.601965799999999,0.9436144000000001,-0.59273014,9.399262599999998,6.467405200000001,-2.093459,6.8670056000000015,0.0010145548000000005,-0.00473319464,0.004404799503999999,0.004702812400000001,-0.0034985233999999987,-0.01877062134,-0.0101174736,0.0029092440000000014,-0.00945986566,69.0109090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.830576,8.8757356,37.910121999999994,34.819526,14.861322,-29.303738,-40.088162,-7.2983182,-15.563239999999999,,37.0,
2016-02-08 18:31:00.656,-1.00223808,6.520445399999999,-7.595749,0.96403026,-0.59508984,9.394219,6.4582468,-2.147948,6.875519800000001,-0.00271468858,-0.0026667139999999997,0.0057377611000000005,-0.00016180213999999958,-0.0003944172139999996,-0.016641164979999998,-0.005402766859999999,0.00133694074,-0.008847416276,69.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.724692000000005,8.648745800000002,37.819986,34.820312,14.778734000000005,-29.275062,-40.109098,-7.232659399999998,-15.545217999999998,33.5325,37.02125,
2016-02-08 18:31:05.656,-0.9955936199999996,6.519669,-7.5987632,0.9494915,-0.57566424,9.3644646,6.482018,-2.1043056,6.8549458,0.01141183466,-0.004922878340000001,0.001893864478,0.0029106259000000003,-0.0021766086,-0.017279066720000003,-0.00657277174,-0.00043856904000000063,-0.0022018036399999996,69.71272727272726,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.741292,8.693254199999998,37.78867399999999,34.755726,14.84823,-29.326672,-40.002691999999996,-7.387249800000002,-15.536629999999995,33.55625,37.055,
2016-02-08 18:31:10.656,-0.98983094,6.514372800000001,-7.6056165999999985,0.94213792,-0.62073638,9.377642800000002,6.472915400000001,-2.1040484000000004,6.8755918000000005,0.003314712,-0.006138873160000002,0.0023810621399999996,0.006192979,-0.00024254573999999966,-0.015568543600000002,-0.007946566799999999,0.00015931547999999994,-0.0080830529,70.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.713514000000002,8.656214199999999,37.922138000000004,34.838172,14.992188,-29.307171999999998,-40.04568800000001,-7.352665799999999,-15.502628,33.5625,,34.02125
2016-02-08 18:31:15.656,-0.98494536,6.509665999999998,-7.590874000000001,0.95936002,-0.61709832,9.3671014,6.473815199999999,-2.0759936000000003,6.873971000000001,0.0028393568599999986,-0.005552397159999999,0.008104290600000001,0.0013202572400000002,0.0013983862000000009,-0.014664093160000002,-0.007329420390000002,-0.005190074219999999,-0.011372812320000002,70.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.737018,8.559532799999998,37.919336,34.839658,14.968828,-29.2196,-39.979832,-7.4331342000000005,-15.520646,33.5625,37.07,34.05
2016-02-08 18:31:20.656,-1.000802,6.504696400000001,-7.621106,0.9407774,-0.6165288600000001,9.3311394,6.464629,-2.1115524,6.8778022,0.0041166496,-0.0004428873799999996,0.00415385854,0.0028621428000000014,0.0013237664000000007,-0.014839161080000003,-0.006008633084,-0.00646581938,-0.00937460396,70.03818181818183,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.795812000000005,8.768247,37.847962,34.849634,14.903897999999995,-29.140204,-40.003116,-7.374794999999999,-15.505207999999998,,37.0775,34.0475
2016-02-08 18:31:25.656,-0.99823866,6.5192532000000005,-7.638920599999999,0.95407046,-0.6138856,9.3941004,6.467294000000001,-2.1321172,6.8717534,0.0003314294600000004,-0.0038046951399999997,0.005293967380000001,-0.0036351941740000006,-0.0006468509200000006,-0.01805926756,-0.008705813480000001,-2.950499999999967e-05,-0.005976649168,71.51272727272728,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.779092000000002,8.7134064,37.870778,34.853711999999994,14.90109,-29.072474000000003,-39.99392,-7.290932799999998,-15.552976,,37.11125,
2016-02-08 18:31:30.656,-0.9814942,6.504618000000002,-7.626309600000001,0.957357,-0.6337595,9.352405599999999,6.482708200000001,-2.0783793999999998,6.8694928000000015,0.00751183942,-0.006499928879999999,0.002420235660000001,0.0047017896,-0.0047621465600000005,-0.015958938619999998,-0.00735616728,-0.002735180468,-0.0102912033,72.57636363636364,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.792435999999999,8.763121,37.913224,34.857859999999995,15.089354,-29.186332,-39.957238,-7.4442726000000015,-15.528502000000005,33.58125,,
2016-02-08 18:31:35.656,-0.9865885799999998,6.5198192000000015,-7.624140799999998,0.95247084,-0.63346572,9.3933602,6.4825456,-2.0585314,6.8825098,0.00519622072,-0.007042674419999999,0.003133759880000001,0.0062731976000000005,0.0006145382599999997,-0.01851716872,-0.012027827999999996,-0.002547213620000001,-0.002992887338,74.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.787574,8.721378999999999,37.811172,34.848606,14.983906,-29.151944,-40.049238,-7.5236558,-15.393978,33.61,,34.0625
2016-02-08 18:31:40.656,-1.0097517,6.502462800000001,-7.6196394,0.94407228,-0.6214008000000001,9.3916194,6.493937999999999,-2.0860686,6.868148599999999,0.00986280232,-0.0070683659999999995,0.0027046700599999986,0.004760366692,0.00035288868199999997,-0.012449760602,-0.008593829599999998,-0.0012541214800000009,-0.0049785776,74.01272727272728,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.783146,8.733924,37.774291999999996,34.894721999999994,15.085285999999998,-29.076066,-40.01202,-7.324618600000001,-15.413638,33.6175,37.13375,
2016-02-08 18:31:45.656,-0.98150276,6.520045200000001,-7.655733799999998,0.93143186,-0.6335051599999999,9.3774904,6.462538199999999,-2.1357286,6.8878584,0.00793806812,-0.007757100720000002,0.00466249802,0.0030398270200000005,0.00109186108,-0.01887872956,-0.008373763480000001,-0.0012222705400000008,-0.00517521836,74.47454545454545,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.753778,8.706902999999999,37.839666,34.791896,15.071202,-29.228974,-40.000378000000005,-7.357607199999999,-15.563058000000002,33.625,37.165,34.0925
2016-02-08 18:31:50.656,-0.99349094,6.5092628,-7.628005399999998,0.96162554,-0.62220352,9.392714799999998,6.449815,-2.1494282000000005,6.872320000000001,0.0019045791999999988,-0.00337320028,0.00248206048,0.010600364066000002,-0.0009005977800000006,-0.021319730079999998,-0.010242350999999998,-0.00439549878,-0.008026110432,74.5618181818182,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.802912,8.7687524,37.899004,34.835522,14.935486,-29.250466,-40.107244,-7.1979988000000015,-15.527072,33.625,,34.1125
2016-02-08 18:31:55.656,-1.00191708,6.5146944000000016,-7.6358424,0.94595332,-0.63655232,9.379312400000002,6.468081400000001,-2.131357,6.8725326,0.011786075599999996,0.0049920344,-0.0024865169600000003,0.0040035237999999996,-9.540859999999998e-05,-0.019897394340000003,-0.013608272979999995,0.00411468562,-0.0006092053400000001,74.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.871622,8.7489446,37.87893,34.807388,15.034478,-29.19765,-40.104671999999994,-7.2427674,-15.463807999999998,33.6325,,34.125
2016-02-08 18:32:00.656,-0.9923561,6.503061200000001,-7.6132908000000015,0.95112892,-0.6078308000000001,9.3971246,6.4618752000000015,-2.1313504000000005,6.867820600000001,-0.0018892702200000008,0.008883069791999999,0.003611066300000001,0.00949068678,0.0066707994800000005,-0.018467994072,-0.012969674140000005,-0.0014361602800000003,-0.009938206359999998,73.1509090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.860884,8.835906,37.861846,34.726776,15.006429999999998,-29.124724,-40.007011999999996,-7.230680000000001,-15.571684,33.625,,
2016-02-08 18:32:05.656,-0.99639958,6.491978599999999,-7.6479941999999985,0.95169158,-0.59977478,9.3638082,6.4183396,-2.1604776,6.881891800000001,0.006158204399999999,-0.002646378843999999,0.00402828014,0.0012731030799999993,-0.00128857258,-0.01268590986,-0.008750767679999999,-0.0017367322269999995,-0.0035923986799999996,,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.900242,8.7554132,37.84194,34.842584,14.783002,-29.224170000000004,-40.09706800000001,-7.124182199999999,-15.674516,33.655,37.2275,
2016-02-08 18:32:10.656,-0.99043976,6.494777,-7.623253000000001,0.95924424,-0.59738132,9.3871706,6.473788799999999,-2.094936,6.877113400000001,-8.86806399999926e-06,-0.00350323428,0.00217646306,0.00893596072,0.0026037770999999994,-0.01711427968,-0.014091980159999998,0.00020449100000000025,-0.006173131399999999,,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.822135999999999,8.823732999999997,37.881848,34.808574,14.931398000000002,-29.329592,-40.063664,-7.319430199999998,-15.487045999999998,33.68125,37.24375,
2016-02-08 18:32:15.656,-0.9893617000000002,6.511621599999999,-7.6410979999999995,0.9361254,-0.61710984,9.354289199999998,6.4586174000000005,-2.138204,6.862406199999999,0.00394674364,-0.0040835552,0.0035993601000000007,0.0031163488000000004,0.006454169200000001,-0.01126941952,-0.00923475196,-0.006235745873999999,0.0009186762199999998,,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.721016000000002,8.679252000000002,37.74905800000001,34.847838,14.91433,-29.196676,-40.047234,-7.295637599999999,-15.707702,33.6875,37.25,34.1325
2016-02-08 18:32:20.656,-0.98763606,6.4963348,-7.6301802,0.94724734,-0.63417626,9.397139,6.4526198,-2.1209187999999997,6.8383964000000015,0.0072876712460000015,-0.00272419158,0.00076928826,0.009834048840000002,0.005009788000000002,-0.014770790900000002,0.0010299392599999995,-0.0031774375500000012,-0.00506537838,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.823642000000001,8.748992800000002,37.833706,34.82713,14.99514,-29.264968,-40.077458,-7.274159599999999,-15.694636000000004,33.6875,37.25,34.1325
2016-02-08 18:32:25.656,-0.98792404,6.4918558,-7.6394166,0.94326214,-0.6221619400000001,9.3900586,6.4219182,-2.209229,6.864406,0.008811627799999997,-0.0061200606599999974,-7.779434000000034e-05,-0.0026050178697,0.00852025038,-0.01523614372,-0.011177173216,0.0013742543999999994,-0.008654234125999999,72.4381818181818,0,1,0,0,0,0,0,0,0,0,0,0,0,-14.905996,8.581495199999999,38.14280599999999,34.822314,14.987746,-29.434165999999998,-40.276012,-6.8566030000000024,-15.812246,33.6875,37.26375,34.17125
