,acc_ankle_x,acc_ankle_y,acc_ankle_z,acc_chest_x,acc_chest_y,acc_chest_z,acc_hand_x,acc_hand_y,acc_hand_z,gyr_ankle_x,gyr_ankle_y,gyr_ankle_z,gyr_chest_x,gyr_chest_y,gyr_chest_z,gyr_hand_x,gyr_hand_y,gyr_hand_z,hr,hr_hr,labelascendingstairs,labelcycling,labeldescendingstairs,labelironing,labellying,labelnordicwalking,labelother,labelropejumping,labelrunning,labelsitting,labelstanding,labelvacuumcleaning,labelwalking,mag_ankle_x,mag_ankle_y,mag_ankle_z,mag_chest_x,mag_chest_y,mag_chest_z,mag_hand_x,mag_hand_y,mag_hand_z,temp_ankle_temp,temp_chest_temp,temp_hand_temp,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
10,9.56376701110985,-0.12820359157706698,-2.7406342695120602,0.11167087959012,9.793655518006869,0.17910327398594897,-9.54235310392307,-1.72357434199602,1.0057533097331,0.0049158432960568705,-0.00613786656118523,0.0051513512186165105,0.0043122336768004295,-0.00744832888317305,-0.0171819460467815,-0.0040322331173029205,0.000779625276990723,-0.0157959716391714,75,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.6396046619146,38.3083479389186,-17.7048588325355,7.431646000000001,-39.324558974682,25.375015713522302,49.199727897160905,-9.1404214824314,10.561418280776401,33.125,36.4375,33.625,6.0947335424193,51.9234385639011,50.112495996125794,2.3209658747152404,15.327064414140802,-21.9215353786126,-7.410721641551921,2.5404127462695,4.99141886090187,9.33321311555664,0.927027653405853
11,9.5690525049189,-0.136830330367475,-2.7567865442926496,0.0455010815529153,9.80311289521309,0.20331470745159802,-9.5502733774276,-1.74087584594151,0.9630626394437108,0.00584139652119362,-0.00569391490767811,0.004834178312430579,0.0058510191032549895,-0.0053264160857156,-0.0156919270675794,-0.00178862199827445,0.00126087713069204,-0.0145897690085853,74,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.590568093957295,38.359428249539796,-17.6623816829792,8.760653999999999,-39.3626169014977,25.057662046950803,49.0476639691776,-8.50953714337971,11.077927706115402,33.14375,36.45,33.625,7.042417803718599,51.538356329559605,50.859433675243594,1.46358608722601,15.096081573828599,-22.2833020476566,-7.5594858062046395,2.71967194126067,5.09883808395299,10.3041782677231,1.09167812066488
12,9.56062950064667,-0.145017240452819,-2.7683707075818904,-0.0397188838456699,9.7959827704307,0.264377173334684,-9.55878448555107,-1.79160684472449,0.9019114853991459,0.0053123931026356,-0.00656943237051945,0.004706239612773579,0.00471541310042155,-0.00346609345343485,-0.0155417195315601,-0.00283828242951068,-0.0016793006307288302,-0.0154556108049906,74,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.51041398369029,38.4231503283973,-17.5845209457584,9.2429115,-39.4042463656334,24.7430661257714,48.94276072472,-8.16377934275183,11.4930214653529,33.184375,36.5,33.625,7.157167354566949,51.05861897709471,51.11156879002729,1.14451303544322,15.0136290773256,-22.668262372393897,-7.48698678834675,2.7248369781252,5.137926423057531,10.6044035444265,1.12655574183151
13,9.563776370891269,-0.1367494620405,-2.7906857311638302,0.0101586439489087,9.77329579582535,0.333655582150842,-9.17341603657098,-1.9193476721274,1.52358150594421,0.0062109957401143105,-0.006465057502968379,0.00490873447047911,0.00656471212300768,-0.00649413092359919,-0.0144061901466931,0.00258004886617587,-0.0162861798796369,0.000141920071195378,75,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.65246041148811,38.295115301245396,-17.4310089275135,7.7883905,-39.6413683045506,24.5788337430242,49.90246853152679,-4.58789076394994,7.319896503596509,33.1875,36.5,33.625,5.774914234233531,51.0230541374404,48.0804221248347,-1.53481274058869,15.2925653689273,-19.8888373013759,-7.77817312790957,0.857031482708606,3.0013766639399395,10.6450044419134,0.48062705281745705
14,9.56064314016825,-0.164442543441681,-2.7992462660701602,-0.0355411296990309,9.77779151590698,0.34557717431345897,-9.4451311124564,-1.81203835552546,1.18147688370281,0.0071056122945556905,-0.00681395798631579,0.0047737889935438,0.0050561546447336105,-0.00292406248169421,-0.0162632434403472,-0.00612082435722451,-0.0187231023022197,-0.00414932703655065,75,75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.5311107339851,38.4927017010075,-17.4446795540029,9.346345,-39.591514744677795,24.4129501484965,49.134557745905504,-6.15628337078986,10.294320083828,33.1875,36.5,33.64375,6.244678176495401,50.1102489743357,50.105684253616104,-0.266824072884968,15.1229816119559,-21.947816819914603,-7.611610427672889,2.04189559685489,4.31834295593148,11.0529203129085,0.9217797478312929
15,9.55137268687868,-0.186777032738671,-2.8283943695039797,-0.134540629149517,9.76874490264673,0.41197960624507396,-9.528762863322788,-1.8138546397239,1.04955063491694,0.00563233512645832,-0.007082680386035129,0.00513636330945273,0.005314777478402971,-0.0038777093013359,-0.0169288203135655,-0.00747010340095805,-0.0139203386158246,-0.00452288652673583,76,76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.413320233117396,38.6990566700179,-17.025588672663698,10.117973,-39.586305500810106,24.132397664327698,48.8973724529016,-6.797798290064191,11.3541288273767,33.1875,36.5,33.68125,5.728319459360501,49.0224006518465,50.7559787322097,0.47198423664077,14.705151376554301,-22.719339891391897,-7.57018624973475,2.29745023131398,4.80858411153259,11.1230530057303,1.02161953087299
16,9.52306211048744,-0.27850798227129997,-2.9241215887917598,-0.246567585665708,9.767271706601369,0.442401297443242,-9.555952555221419,-1.83669251559815,0.9371261505503691,0.0066758753478551895,-0.00719782358093947,0.0062255789753021,0.00550134443672933,0.000581618444162393,-0.0174607950818255,-0.013168060024786,-0.0105353947574872,-0.00469292290835005,77,77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.9882099181592,39.502666464579995,-16.4482670320495,10.4259735,-39.5615269794054,24.0847585877565,48.9659634959377,-6.986709608541809,11.81461241872,33.203125,36.534375,33.6875,4.9437789473210705,48.0984149822115,51.5057305104993,0.830447275265716,14.447906858842199,-22.8534261123094,-7.51115531100296,1.8796339078251498,4.94910503517836,10.833011179402199,1.02621592838351
17,9.51977373669077,-0.353057934757815,-2.93595139452264,-0.351187836419203,9.7570829737228,0.43940484538206703,-9.545474960241108,-1.89509733726564,0.8557191034862751,0.00619515148089615,-0.00534846468180892,0.0052951575702461,0.00517913889450672,-0.0038330573939566797,-0.016327189078955,-0.0101024690329132,-0.00833687656937041,-0.004751152370962661,78,78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.6217944553613,39.5015114460966,-16.621280627921802,10.228135,-39.5091021992575,24.240658725811,48.9420141867957,-7.7137501995747195,11.7674844344252,33.221875,36.55,33.6875,4.21334632073579,47.8886471518979,51.3745246263175,1.82168678490605,14.602358841833,-22.7578648528079,-7.274390812427581,1.7531051905379,5.15828010810607,10.708416405169698,1.0407953572102
18,9.53245870351582,-0.27794220629892796,-2.8744417057492204,-0.20045474953660297,9.78234643702747,0.43048563113335797,-9.53618025369167,-1.8097579899799698,0.8582084736287869,0.00636223108138932,-0.0048654134419833205,0.00554040471812049,0.0054004240420878,-0.00485159487810746,-0.0162023369127324,-0.00382465301773404,-0.00928815248416146,-0.0043477064461832395,78,78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.287132073132604,38.6772094720259,-17.122113359719602,8.341142,-39.5732324453452,24.3919033781695,49.04060616632339,-8.36831725650905,10.993836428617803,33.25,36.5625,33.6875,4.0502753790094,49.2933283245674,49.8230817553446,2.42146783380483,14.930282042878499,-22.618056556159,-7.21061380512252,1.98247858027003,4.969649932923519,9.718809020400052,0.866169912979142
19,9.544997362522462,-0.25707576953221,-2.8372677883443598,-0.0860564455416171,9.78096355965333,0.352288338029695,-9.55020013294488,-1.75310287187525,0.9364482766128591,0.007016748057864321,-0.00426676575946006,0.00533430551708052,0.00538424294462501,-0.00365915770047765,-0.0154166506677844,-0.00772733205012868,-0.0056117239431117604,-0.00489049681120781,79,79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.1960512776368,38.811868654866096,-17.2788773112735,7.666231,-39.5056797964446,24.584252092453102,48.872259064529494,-8.33624577026967,11.365479622098698,33.25,36.5625,33.6875,3.21392519245516,48.9761308209484,49.6774643453679,2.76612016436403,15.468787229700501,-22.8014596416677,-6.9172066455494,2.04339896891991,4.92933627908676,9.16554838791458,0.8115848076359542
20,9.551511396290131,-0.26305276168063196,-2.8216169265414197,-0.044653674057152,9.769268705348289,0.222234630361428,-9.56480222943639,-1.7055575524479898,0.893400548173412,0.00594294847060195,-0.00506512388161711,0.00543959130755045,0.006449462259101329,0.00155820719458218,-0.0153996753779874,-0.00387454328643257,-0.00600228960023899,-0.00679587281134442,80,80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0704715005615,38.9138070013757,-17.4873668122579,7.3084240000000005,-39.43572145150271,24.7517993035707,48.80595517068979,-7.64188433330503,11.7560037333932,33.25,36.5625,33.6875,2.30435506251913,48.4238237082672,49.584693075361606,2.55062433571585,16.0578425500913,-22.9598044795334,-6.538075003168401,2.14588254532866,4.68869783735108,8.955077574400072,0.812552428814764
21,9.56127338339317,-0.25430814494652904,-2.7928065169369103,-0.005879497153739021,9.781665944879029,0.0635531676223497,-9.61350066966299,-1.7227875456097002,0.9581072127694692,0.00744613632770577,-0.00389383078513739,0.0052300245917275105,0.00506221077363422,-0.00458235613327248,-0.0161533633178422,-0.000132538686177776,0.000196888295754977,-0.00554353837141435,81,81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.953754699716,38.7231290558012,-17.622725877611302,7.5686385,-38.9479212986044,25.6589921313337,48.711440358588895,-7.457295413905059,12.0741048738416,33.25,36.615625,33.6875,1.4636626334831797,47.844248796037206,49.8622710060849,2.86633536735843,16.5442555206111,-22.529192636319898,-6.30629146133011,2.92580540320912,4.52497175856288,9.081142232512981,0.929706904533236
22,9.55564785062315,-0.256023637338365,-2.7715838481496604,-0.0272906923269883,9.8127082288767,0.13499031033131098,-9.59664817292201,-1.6939890244476297,0.863198685364158,0.0077086968776790095,-0.0038051657229811603,0.00489867497886172,0.00535586700126448,-0.000607890068853549,-0.0157639761089051,-0.00577418005601365,-0.000679064543799036,-0.00599267078351553,83,83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.9692519033002,38.67329635069171,-17.4300573063672,8.494516,-39.0478562008262,25.6123767388199,48.294090196956205,-6.982161481266191,12.8682894642985,33.25,36.609375,33.728125,0.0949507653453291,46.024550561943705,49.9314342199595,2.9943778075106096,16.623095415439803,-23.030426699826798,-6.27811608371886,3.4071830563535204,4.767067365104401,9.507941044013789,0.9678941687234158
23,9.57411010517849,-0.252081339259839,-2.73316132110385,-0.0224605324146889,9.80506940701926,0.23770414226567801,-9.549180143721312,-1.7372057555721998,0.800810989694248,0.00896614985736818,-0.00420478632534249,0.004733287299113821,0.00502395670860311,-0.0031286264626094,-0.015256913951802,-0.00662935322123706,-0.00160769065617274,-0.00696751638712314,84,84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.9463822737414,38.5871709080865,-17.7824194992224,7.562317500000001,-39.510451097897295,24.8110237312665,48.8593768161551,-7.75340142718688,11.7600145602231,33.265625,36.625,33.75,-0.8156932586981359,46.5407253501385,48.6088358402153,3.85703822095532,16.2869745118959,-23.080290618705202,-6.2426517560329104,2.3351508375729906,4.67815584267939,9.3052026445826,0.7622530843234109
24,9.57150346309304,-0.20000218679098397,-2.74052478143784,0.0120859010087935,9.80572398571131,0.252802250044731,-9.55796466893316,-1.71406274033281,0.910070032507947,0.0097069459889476,-0.004687186683318,0.0046498223395594705,0.0050921172427999,-0.0042451998280343605,-0.015348891512483,-0.00446243830741287,-0.00234018078190584,-0.00767876117014172,84,84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.3244981463828,38.3885791150246,-17.5938038873962,7.654105,-39.423930777786204,24.884285105204803,48.7358631393489,-7.32841904456642,12.1051955830865,33.25,36.625,33.75,-0.7918754164628079,46.2924751256427,48.60792449893379,3.45748796394229,16.2704255057916,-23.258380791321503,-6.32833263734869,2.8371082477654,4.56500954337387,9.23719071042876,0.718062220562571
25,9.56648452800673,-0.182620232045495,-2.73658141740657,-0.0621587522649918,9.78342551352726,0.319324374656703,-9.54111365775343,-1.77774440403723,0.8836627743222131,0.0103001376716728,-0.00484836991037299,0.004682020609936929,0.0048779886425541295,-0.00567493813254639,-0.015851723693601,-0.0058002867847422,0.00101599121725534,-0.0077809061856957094,84,84,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.348034497427705,38.5410561312802,-17.5606227769312,8.928815,-39.494886714989704,24.4183532351502,48.6361858107978,-6.61633411737602,12.4216851526108,33.290625,36.625,33.75,-0.6327078892061551,45.436016490129795,49.0034803959195,2.81612306517308,16.0467636314991,-23.642031402869,-6.55788925925679,2.8273464687950898,4.51006705220528,10.1859178687856,0.8181836407925709
26,9.569512808732949,-0.195607567335374,-2.7425721499445803,-0.10804153177826599,9.78757566571233,0.32845720764677006,-9.5637099662051,-1.79678733248571,0.864018623491646,0.0120760989546617,-0.00494724521393681,0.00462365370820766,0.00481999793150856,-0.00307156258951275,-0.0156491459988095,-0.00445005522240083,-3.62769125913515e-05,-0.007521843799808841,85,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.2544231148238,38.6245813822394,-17.648089501076697,8.963981,-39.465378072567205,24.697969857320498,48.54627783578079,-6.5791432372905705,12.6948286764324,33.3,36.625,33.75,-1.46182744298561,44.906455060782605,49.063497731682,3.10479085479723,16.3380054686342,-23.683226573916897,-6.44988561566358,2.994433747171,4.55780882781101,10.1484017710829,0.8279324913506171
27,9.57135547372045,-0.209570606308896,-2.72448420295597,-0.14219341237927802,9.77785086263464,0.195761586697662,-9.58613638216843,-1.76390567138991,0.8517524174779799,0.0108877482245772,-0.00459800158408818,0.00458920415217075,0.00518973844821731,-0.00297682398002715,-0.0157497905728728,-0.0066659798866068294,-0.000181130094802566,-0.0076616333638627595,85,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.1009697231639,38.566122277798904,-17.9904812455241,8.751868,-39.3051803294059,25.183467854579302,48.6390715042974,-6.39051856959033,12.7813493518331,33.30625,36.64375,33.75,-1.63979626243449,45.1548086884212,49.1972041872981,3.06023351047043,16.7941993308087,-23.4556234022363,-6.19167996435308,3.21842816225509,4.424728823103731,10.159869485474198,0.8752589248432391
28,9.57228230997981,-0.197617179505118,-2.72189966055671,-0.15634965006253002,9.769729876937491,0.21348031988396696,-9.600794724344091,-1.76948824980222,0.8411823195830179,0.00876012405615577,-0.0043979069838178605,0.00433203494823883,0.00489930111463125,-0.0026729648672466897,-0.0159371641930409,-0.00527985182066244,-0.000434047622385815,-0.00796936404672482,85,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0737878594441,38.4242067962571,-17.9859002560245,8.806467999999999,-39.2738207043375,25.183840544103198,48.77219734461929,-6.45873198633353,12.912466868748,33.3125,36.678125,33.75,-1.66318815410409,45.2020594005117,49.2449009578395,3.1092692704354197,16.686501440469197,-23.523004885064502,-6.05778181825829,3.34463933525572,4.43030413842178,10.2312259545473,0.846945500624385
29,9.58009791822171,-0.181174100814505,-2.7220407370496402,-0.12037050854258999,9.781680441434881,0.168242465055714,-9.5709753693495,-1.7279532142993799,0.895356664600202,0.00913808911574973,-0.0044549222376349,0.00436035208562419,0.00561128344665656,-0.00387314211033439,-0.0157928557616503,8.2883853130727e-05,-0.00265003293042846,-0.00761563259764487,85,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.2962766715619,38.41998022888679,-17.8749288113039,8.541536,-39.1911794249935,25.4463632108354,48.7913296945654,-6.25848513746297,12.8283968953459,33.3125,36.6625,33.7625,-1.7621259262204798,45.301178379216395,49.1722670953627,2.92592560385329,16.7718365206932,-23.3297373488582,-6.15520192443666,3.52827401978268,4.27429168697055,9.954341540273731,0.7998250055929179
30,9.58210568497278,-0.181374239025168,-2.7164183939199598,-0.0988887504109634,9.78945637832942,0.0516553595228215,-9.590816067297231,-1.6902661077801102,0.8875351028224849,0.0094699553976436,-0.00442759789470007,0.0042913583762073295,0.00561530055783458,-0.0013123434888501,-0.0161764450914267,-0.00247924508933546,-0.0038923173884623796,-0.00750676292092813,84,84,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.270039748848795,38.3325732532285,-18.0130218257353,8.318158500000001,-38.9608130697996,25.800334776150304,48.720822473781205,-6.26679476637452,12.7443302940503,33.3125,36.6875,33.775,-1.00330642081487,45.944430931637896,49.368795892411605,2.7518505590699,17.006883366354,-23.0298769320657,-6.10333210701053,3.7254986709803397,4.19231734966328,9.840325025375419,0.8989125402111329
31,9.58452242468665,-0.17556030863623,-2.70003748845373,-0.0997837447456665,9.78716361835869,0.118202904392665,-9.57539706148511,-1.7034491674266201,0.88019760600076,0.00930742363851659,-0.004090651407252,0.00414341691754771,0.00521085026146706,-0.0040217622204013,-0.0165173291500975,-0.0038572434766966602,-0.00215581569740746,-0.00738848567070467,84,84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.4056807728889,38.214397076633205,-18.0259473640719,8.2545485,-39.2138570342886,25.5999511013415,48.656221088837995,-6.2616551668755305,12.828507285513199,33.3125,36.6875,33.79375,-0.9933016563774079,45.963435218514995,49.1624730890097,2.65737942197147,16.956214897699002,-23.288577998288602,-6.14519208722941,3.72287031513265,4.36101799195154,9.82598771967165,0.8485715508386691
