,timestamp,activity,hr
78,1.454956113456e+18,0,78.0
79,1.454956113556e+18,0,78.0
80,1.454956113656e+18,0,78.0
81,1.454956113756e+18,0,78.0
82,1.454956113856e+18,0,78.0
83,1.454956113956e+18,0,78.0
84,1.454956114056e+18,0,78.0
85,1.454956114156e+18,0,78.0
86,1.454956114256e+18,0,78.0
87,1.454956114356e+18,0,78.0
88,1.454956114456e+18,0,78.0
89,1.454956114556e+18,0,78.0
90,1.454956114656e+18,0,78.0
91,1.454956114756e+18,0,78.0
92,1.454956114856e+18,0,78.0
93,1.454956114956e+18,0,78.0
94,1.454956115056e+18,0,78.0
95,1.454956115156e+18,0,78.0
96,1.454956115256e+18,0,78.0
97,1.454956115356e+18,0,78.0
98,1.454956115456e+18,0,78.0
99,1.454956115556e+18,0,78.0
100,1.454956115656e+18,0,77.54545454545455
101,1.454956115756e+18,0,77.0
102,1.454956115856e+18,0,77.0
103,1.454956115956e+18,0,77.0
104,1.454956116056e+18,0,77.0
105,1.454956116156e+18,0,77.0
106,1.454956116256e+18,0,77.0
107,1.454956116356e+18,0,77.0
108,1.454956116456e+18,0,77.0
109,1.454956116556e+18,0,77.0
110,1.454956116656e+18,0,77.0
111,1.454956116756e+18,0,77.0
112,1.454956116856e+18,0,77.0
113,1.454956116956e+18,0,77.0
114,1.454956117056e+18,0,77.0
115,1.454956117156e+18,0,77.0
116,1.454956117256e+18,0,77.0
117,1.454956117356e+18,0,77.0
118,1.454956117456e+18,0,77.0
119,1.454956117556e+18,0,77.0
120,1.454956117656e+18,0,77.0
121,1.454956117756e+18,0,77.0
122,1.454956117856e+18,0,77.0
123,1.454956117956e+18,0,77.0
124,1.454956118056e+18,0,77.0
125,1.454956118156e+18,0,77.0
126,1.454956118256e+18,0,77.0
127,1.454956118356e+18,0,77.0
128,1.454956118456e+18,0,77.0
129,1.454956118556e+18,0,77.0
130,1.454956118656e+18,0,77.0
131,1.454956118756e+18,0,77.0
132,1.454956118856e+18,0,77.0
133,1.454956118956e+18,0,77.0
134,1.454956119056e+18,0,77.0
135,1.454956119156e+18,0,77.0
136,1.454956119256e+18,0,77.0
137,1.454956119356e+18,0,77.0
138,1.454956119456e+18,0,77.0
139,1.454956119556e+18,0,77.0
140,1.454956119656e+18,0,77.0
141,1.454956119756e+18,0,77.0
142,1.454956119856e+18,0,77.0
143,1.454956119956e+18,0,77.0
144,1.454956120056e+18,0,77.0
145,1.454956120156e+18,0,77.0
146,1.454956120256e+18,0,77.0
147,1.454956120356e+18,0,77.0
148,1.454956120456e+18,0,77.0
149,1.454956120556e+18,0,77.0
150,1.454956120656e+18,0,77.0
151,1.454956120756e+18,0,77.0
152,1.454956120856e+18,0,77.0
153,1.454956120956e+18,0,77.0
154,1.454956121056e+18,0,77.0
155,1.454956121156e+18,0,77.0
156,1.454956121256e+18,0,77.0
157,1.454956121356e+18,0,77.0
158,1.454956121456e+18,0,77.0
159,1.454956121556e+18,0,77.0
160,1.454956121656e+18,0,77.0
161,1.454956121756e+18,0,77.0
162,1.454956121856e+18,0,77.0
163,1.454956121956e+18,0,77.0
164,1.454956122056e+18,0,77.0
165,1.454956122156e+18,0,77.0
166,1.454956122256e+18,0,77.0
167,1.454956122356e+18,0,77.0
168,1.454956122456e+18,0,77.0
169,1.454956122556e+18,0,77.0
170,1.454956122656e+18,0,77.0
171,1.454956122756e+18,0,77.0
172,1.454956122856e+18,0,77.0
173,1.454956122956e+18,0,77.0
174,1.454956123056e+18,0,77.0
175,1.454956123156e+18,0,77.0
176,1.454956123256e+18,0,77.0
177,1.454956123356e+18,0,77.0
178,1.454956123456e+18,0,77.0
179,1.454956123556e+18,0,76.36363636363636
180,1.454956123656e+18,0,76.0
181,1.454956123756e+18,0,76.0
182,1.454956123856e+18,0,76.0
183,1.454956123956e+18,0,76.0
184,1.454956124056e+18,0,76.0
185,1.454956124156e+18,0,76.0
186,1.454956124256e+18,0,76.0
187,1.454956124356e+18,0,76.0
188,1.454956124456e+18,0,76.0
189,1.454956124556e+18,0,76.0
190,1.454956124656e+18,0,76.0
191,1.454956124756e+18,0,76.0
192,1.454956124856e+18,0,76.0
193,1.454956124956e+18,0,76.0
194,1.454956125056e+18,0,76.0
195,1.454956125156e+18,0,76.0
196,1.454956125256e+18,0,75.81818181818181
197,1.454956125356e+18,0,75.0
198,1.454956125456e+18,0,75.0
199,1.454956125556e+18,0,75.0
200,1.454956125656e+18,0,75.0
201,1.454956125756e+18,0,75.0
202,1.454956125856e+18,0,75.0
203,1.454956125956e+18,0,75.0
204,1.454956126056e+18,0,75.0
205,1.454956126156e+18,0,75.0
206,1.454956126256e+18,0,75.0
207,1.454956126356e+18,0,75.0
208,1.454956126456e+18,0,75.0
209,1.454956126556e+18,0,75.0
210,1.454956126656e+18,0,75.0
211,1.454956126756e+18,0,75.0
212,1.454956126856e+18,0,75.0
213,1.454956126956e+18,0,75.0
214,1.454956127056e+18,0,75.0
215,1.454956127156e+18,0,75.0
216,1.454956127256e+18,0,75.0
217,1.454956127356e+18,0,75.0
218,1.454956127456e+18,0,75.0
219,1.454956127556e+18,0,75.0
220,1.454956127656e+18,0,75.0
221,1.454956127756e+18,0,75.0
222,1.454956127856e+18,0,75.0
223,1.454956127956e+18,0,74.0909090909091
224,1.454956128056e+18,0,74.0
225,1.454956128156e+18,0,74.0
226,1.454956128256e+18,0,74.0
227,1.454956128356e+18,0,74.0
228,1.454956128456e+18,0,74.0
229,1.454956128556e+18,0,74.0
230,1.454956128656e+18,0,74.0
231,1.454956128756e+18,0,74.0
232,1.454956128856e+18,0,74.0
233,1.454956128956e+18,0,74.0
234,1.454956129056e+18,0,74.0
235,1.454956129156e+18,0,74.0
236,1.454956129256e+18,0,74.0
237,1.454956129356e+18,0,74.0
238,1.454956129456e+18,0,74.0
239,1.454956129556e+18,0,74.0
240,1.454956129656e+18,0,74.0
241,1.454956129756e+18,0,74.0
242,1.454956129856e+18,0,74.0
243,1.454956129956e+18,0,74.0
244,1.454956130056e+18,0,74.0
245,1.454956130156e+18,0,74.0
246,1.454956130256e+18,0,74.0
247,1.454956130356e+18,0,74.0
248,1.454956130456e+18,0,74.0
249,1.454956130556e+18,0,74.0
250,1.454956130656e+18,0,74.0
251,1.454956130756e+18,0,74.0
252,1.454956130856e+18,0,74.0
253,1.454956130956e+18,0,74.0
254,1.454956131056e+18,0,74.0
255,1.454956131156e+18,0,74.0
256,1.454956131256e+18,0,74.0
257,1.454956131356e+18,0,74.0
258,1.454956131456e+18,0,74.9090909090909
259,1.454956131556e+18,0,75.0
260,1.454956131656e+18,0,75.0
261,1.454956131756e+18,0,75.0
262,1.454956131856e+18,0,75.0
263,1.454956131956e+18,0,75.0
264,1.454956132056e+18,0,75.0
265,1.454956132156e+18,0,75.0
266,1.454956132256e+18,0,75.0
267,1.454956132356e+18,0,75.0
268,1.454956132456e+18,0,75.0
269,1.454956132556e+18,0,75.0
270,1.454956132656e+18,0,75.0
271,1.454956132756e+18,0,75.0
272,1.454956132856e+18,0,75.0
273,1.454956132956e+18,0,75.0
274,1.454956133056e+18,0,75.0
275,1.454956133156e+18,0,75.0
276,1.454956133256e+18,0,75.0
277,1.454956133356e+18,0,75.0
278,1.454956133456e+18,0,75.0
279,1.454956133556e+18,0,75.0
280,1.454956133656e+18,0,75.0
281,1.454956133756e+18,0,75.0
282,1.454956133856e+18,0,75.0
283,1.454956133956e+18,0,75.0
284,1.454956134056e+18,0,75.0
285,1.454956134156e+18,0,75.0
286,1.454956134256e+18,0,75.0
287,1.454956134356e+18,0,75.0
288,1.454956134456e+18,0,75.0
289,1.454956134556e+18,0,75.0
290,1.454956134656e+18,0,75.0
291,1.454956134756e+18,0,75.0
292,1.454956134856e+18,0,75.0
293,1.454956134956e+18,0,75.9090909090909
294,1.454956135056e+18,0,76.0
295,1.454956135156e+18,0,76.0
296,1.454956135256e+18,0,76.0
297,1.454956135356e+18,0,76.0
298,1.454956135456e+18,0,76.0
299,1.454956135556e+18,0,76.0
300,1.454956135656e+18,0,76.0
301,1.454956135756e+18,0,76.0
302,1.454956135856e+18,0,76.0
303,1.454956135956e+18,0,76.0
304,1.454956136056e+18,0,76.0
305,1.454956136156e+18,0,76.0
306,1.454956136256e+18,0,76.0
307,1.454956136356e+18,0,76.0
308,1.454956136456e+18,0,76.0
309,1.454956136556e+18,0,76.0
310,1.454956136656e+18,0,76.45454545454545
311,1.454956136756e+18,0,77.0
312,1.454956136856e+18,0,77.0
313,1.454956136956e+18,0,77.0
314,1.454956137056e+18,0,77.0
315,1.454956137156e+18,0,77.0
316,1.454956137256e+18,0,77.0
317,1.454956137356e+18,0,77.0
318,1.454956137456e+18,0,77.0
319,1.454956137556e+18,0,77.0
320,1.454956137656e+18,0,77.0
321,1.454956137756e+18,0,77.0
322,1.454956137856e+18,0,77.0
323,1.454956137956e+18,0,77.0
324,1.454956138056e+18,0,77.0
325,1.454956138156e+18,0,77.0
326,1.454956138256e+18,0,77.0
327,1.454956138356e+18,0,77.0
328,1.454956138456e+18,0,77.0
329,1.454956138556e+18,0,77.0
330,1.454956138656e+18,0,77.0
331,1.454956138756e+18,0,77.0
332,1.454956138856e+18,0,77.0
333,1.454956138956e+18,0,77.0
334,1.454956139056e+18,0,77.0
335,1.454956139156e+18,0,77.0
336,1.454956139256e+18,0,77.18181818181819
337,1.454956139356e+18,0,78.0
338,1.454956139456e+18,0,78.0
339,1.454956139556e+18,0,78.0
340,1.454956139656e+18,0,78.0
341,1.454956139756e+18,0,78.0
342,1.454956139856e+18,0,78.0
343,1.454956139956e+18,0,78.0
344,1.454956140056e+18,0,78.0
345,1.454956140156e+18,0,78.0
346,1.454956140256e+18,0,78.0
347,1.454956140356e+18,0,78.0
348,1.454956140456e+18,0,78.0
349,1.454956140556e+18,0,78.0
350,1.454956140656e+18,0,78.0
351,1.454956140756e+18,0,78.0
352,1.454956140856e+18,0,78.0
353,1.454956140956e+18,0,78.0
354,1.454956141056e+18,0,78.0
355,1.454956141156e+18,0,78.0
356,1.454956141256e+18,0,78.0
357,1.454956141356e+18,0,78.0
358,1.454956141456e+18,0,78.0
359,1.454956141556e+18,0,78.0
360,1.454956141656e+18,0,78.0
361,1.454956141756e+18,0,78.0
362,1.454956141856e+18,0,78.0
363,1.454956141956e+18,0,78.0
364,1.454956142056e+18,0,78.0
365,1.454956142156e+18,0,78.0
366,1.454956142256e+18,0,78.0
367,1.454956142356e+18,0,78.0
368,1.454956142456e+18,0,78.0
369,1.454956142556e+18,0,78.0
370,1.454956142656e+18,0,78.0
371,1.454956142756e+18,0,78.18181818181819
372,1.454956142856e+18,0,79.0
373,1.454956142956e+18,0,79.0
374,1.454956143056e+18,0,79.0
375,1.454956143156e+18,0,79.0
376,1.454956143256e+18,0,79.0
377,1.454956143356e+18,0,79.0
378,1.454956143456e+18,0,79.0
379,1.454956143556e+18,0,79.0
380,1.454956143656e+18,0,79.0
381,1.454956143756e+18,0,79.0
382,1.454956143856e+18,0,79.0
383,1.454956143956e+18,0,79.0
384,1.454956144056e+18,0,79.0
385,1.454956144156e+18,0,79.0
386,1.454956144256e+18,0,79.0
387,1.454956144356e+18,0,79.0
388,1.454956144456e+18,0,79.0
389,1.454956144556e+18,0,79.0
390,1.454956144656e+18,0,79.0
391,1.454956144756e+18,0,79.0
392,1.454956144856e+18,0,79.0
393,1.454956144956e+18,0,79.0
394,1.454956145056e+18,0,79.0
395,1.454956145156e+18,0,79.0
396,1.454956145256e+18,0,79.0
397,1.454956145356e+18,0,79.0
398,1.454956145456e+18,0,79.0
399,1.454956145556e+18,0,79.0
400,1.454956145656e+18,0,79.0
401,1.454956145756e+18,0,79.0
402,1.454956145856e+18,0,79.0
403,1.454956145956e+18,0,79.0
404,1.454956146056e+18,0,79.0
405,1.454956146156e+18,0,79.0
406,1.454956146256e+18,0,79.18181818181819
407,1.454956146356e+18,0,80.0
408,1.454956146456e+18,0,80.0
409,1.454956146556e+18,0,80.0
410,1.454956146656e+18,0,80.0
411,1.454956146756e+18,0,80.0
412,1.454956146856e+18,0,80.0
413,1.454956146956e+18,0,80.0
414,1.454956147056e+18,0,80.0
415,1.454956147156e+18,0,80.0
416,1.454956147256e+18,0,80.0
417,1.454956147356e+18,0,80.0
418,1.454956147456e+18,0,80.0
419,1.454956147556e+18,0,80.0
420,1.454956147656e+18,0,80.0
421,1.454956147756e+18,0,80.0
422,1.454956147856e+18,0,80.0
423,1.454956147956e+18,0,80.0
424,1.454956148056e+18,0,80.63636363636364
425,1.454956148156e+18,0,81.0
426,1.454956148256e+18,0,81.0
427,1.454956148356e+18,0,81.0
428,1.454956148456e+18,0,81.0
429,1.454956148556e+18,0,81.0
430,1.454956148656e+18,0,81.0
431,1.454956148756e+18,0,81.0
432,1.454956148856e+18,0,81.0
433,1.454956148956e+18,0,81.9090909090909
434,1.454956149056e+18,0,82.0
435,1.454956149156e+18,0,82.0
436,1.454956149256e+18,0,82.0
437,1.454956149356e+18,0,82.0
438,1.454956149456e+18,0,82.0
439,1.454956149556e+18,0,82.0
440,1.454956149656e+18,0,82.0
441,1.454956149756e+18,0,82.18181818181819
442,1.454956149856e+18,0,83.0
443,1.454956149956e+18,0,83.0
444,1.454956150056e+18,0,83.0
445,1.454956150156e+18,0,83.0
446,1.454956150256e+18,0,83.0
447,1.454956150356e+18,0,83.0
448,1.454956150456e+18,0,83.0
449,1.454956150556e+18,0,83.0
450,1.454956150656e+18,0,83.45454545454545
451,1.454956150756e+18,0,84.0
452,1.454956150856e+18,0,84.0
453,1.454956150956e+18,0,84.0
454,1.454956151056e+18,0,84.0
455,1.454956151156e+18,0,84.0
456,1.454956151256e+18,0,84.0
457,1.454956151356e+18,0,84.0
458,1.454956151456e+18,0,84.0
459,1.454956151556e+18,0,84.0
460,1.454956151656e+18,0,84.0
461,1.454956151756e+18,0,84.0
462,1.454956151856e+18,0,84.0
463,1.454956151956e+18,0,84.0
464,1.454956152056e+18,0,84.0
465,1.454956152156e+18,0,84.0
466,1.454956152256e+18,0,84.0
467,1.454956152356e+18,0,84.0
468,1.454956152456e+18,0,84.0
469,1.454956152556e+18,0,84.0
470,1.454956152656e+18,0,84.0
471,1.454956152756e+18,0,84.0
472,1.454956152856e+18,0,84.0
473,1.454956152956e+18,0,84.0
474,1.454956153056e+18,0,84.0
475,1.454956153156e+18,0,84.0
476,1.454956153256e+18,0,84.0
477,1.454956153356e+18,0,84.0
478,1.454956153456e+18,0,84.0
479,1.454956153556e+18,0,84.0
480,1.454956153656e+18,0,84.0
481,1.454956153756e+18,0,84.0
482,1.454956153856e+18,0,84.0
483,1.454956153956e+18,0,84.0
484,1.454956154056e+18,0,84.0
485,1.454956154156e+18,0,84.0
486,1.454956154256e+18,0,84.0
487,1.454956154356e+18,0,84.0
488,1.454956154456e+18,0,84.0
489,1.454956154556e+18,0,84.0
490,1.454956154656e+18,0,84.0
491,1.454956154756e+18,0,84.0
492,1.454956154856e+18,0,84.0
493,1.454956154956e+18,0,84.0
494,1.454956155056e+18,0,84.0
495,1.454956155156e+18,0,84.0
496,1.454956155256e+18,0,84.0
497,1.454956155356e+18,0,84.0
498,1.454956155456e+18,0,84.0
499,1.454956155556e+18,0,84.0
500,1.454956155656e+18,0,84.0
501,1.454956155756e+18,0,84.0
502,1.454956155856e+18,0,84.0
503,1.454956155956e+18,0,84.0
504,1.454956156056e+18,0,84.0
505,1.454956156156e+18,0,84.0
506,1.454956156256e+18,0,84.0
507,1.454956156356e+18,0,84.0
508,1.454956156456e+18,0,84.0
509,1.454956156556e+18,0,84.0
510,1.454956156656e+18,0,84.0
511,1.454956156756e+18,0,84.0
512,1.454956156856e+18,0,84.0
513,1.454956156956e+18,0,84.0
514,1.454956157056e+18,0,84.0
515,1.454956157156e+18,0,84.0
516,1.454956157256e+18,0,84.0
517,1.454956157356e+18,0,84.0
518,1.454956157456e+18,0,84.0
519,1.454956157556e+18,0,84.0
520,1.454956157656e+18,0,84.45454545454545
521,1.454956157756e+18,0,85.0
522,1.454956157856e+18,0,85.0
523,1.454956157956e+18,0,85.0
524,1.454956158056e+18,0,85.0
525,1.454956158156e+18,0,85.0
526,1.454956158256e+18,0,85.0
527,1.454956158356e+18,0,85.0
528,1.454956158456e+18,0,85.0
529,1.454956158556e+18,0,85.0
530,1.454956158656e+18,0,85.0
531,1.454956158756e+18,0,85.0
532,1.454956158856e+18,0,85.0
533,1.454956158956e+18,0,85.0
534,1.454956159056e+18,0,85.0
535,1.454956159156e+18,0,85.0
536,1.454956159256e+18,0,85.0
537,1.454956159356e+18,0,85.0
538,1.454956159456e+18,0,85.0
539,1.454956159556e+18,0,85.0
540,1.454956159656e+18,0,85.0
541,1.454956159756e+18,0,85.0
542,1.454956159856e+18,0,85.0
543,1.454956159956e+18,0,85.0
544,1.454956160056e+18,0,85.0
545,1.454956160156e+18,0,85.0
546,1.454956160256e+18,0,85.0
547,1.454956160356e+18,0,85.0
548,1.454956160456e+18,0,85.0
549,1.454956160556e+18,0,85.0
550,1.454956160656e+18,0,85.0
551,1.454956160756e+18,0,85.0
552,1.454956160856e+18,0,85.0
553,1.454956160956e+18,0,85.0
554,1.454956161056e+18,0,85.0
555,1.454956161156e+18,0,85.0
556,1.454956161256e+18,0,85.0
557,1.454956161356e+18,0,85.0
558,1.454956161456e+18,0,85.0
559,1.454956161556e+18,0,85.0
560,1.454956161656e+18,0,85.0
561,1.454956161756e+18,0,85.0
562,1.454956161856e+18,0,85.0
563,1.454956161956e+18,0,85.0
564,1.454956162056e+18,0,85.0
565,1.454956162156e+18,0,85.0
566,1.454956162256e+18,0,85.0
567,1.454956162356e+18,0,85.0
568,1.454956162456e+18,0,85.0
569,1.454956162556e+18,0,85.0
570,1.454956162656e+18,0,85.0
571,1.454956162756e+18,0,85.0
572,1.454956162856e+18,0,85.0
573,1.454956162956e+18,0,85.0
574,1.454956163056e+18,0,85.0
575,1.454956163156e+18,0,85.0
576,1.454956163256e+18,0,85.0
577,1.454956163356e+18,0,85.0
578,1.454956163456e+18,0,85.0
579,1.454956163556e+18,0,85.0
580,1.454956163656e+18,0,85.0
581,1.454956163756e+18,0,85.0
582,1.454956163856e+18,0,85.0
583,1.454956163956e+18,0,85.0
584,1.454956164056e+18,0,85.0
585,1.454956164156e+18,0,85.0
586,1.454956164256e+18,0,85.0
587,1.454956164356e+18,0,85.0
588,1.454956164456e+18,0,85.0
589,1.454956164556e+18,0,85.0
590,1.454956164656e+18,0,84.54545454545455
591,1.454956164756e+18,0,84.0
592,1.454956164856e+18,0,84.0
593,1.454956164956e+18,0,84.0
594,1.454956165056e+18,0,84.0
595,1.454956165156e+18,0,84.0
596,1.454956165256e+18,0,84.0
597,1.454956165356e+18,0,84.0
598,1.454956165456e+18,0,84.0
599,1.454956165556e+18,0,84.0
600,1.454956165656e+18,0,84.0
601,1.454956165756e+18,0,84.0
602,1.454956165856e+18,0,84.0
603,1.454956165956e+18,0,84.0
604,1.454956166056e+18,0,84.0
605,1.454956166156e+18,0,84.0
606,1.454956166256e+18,0,84.0
607,1.454956166356e+18,0,84.0
608,1.454956166456e+18,0,84.0
609,1.454956166556e+18,0,84.0
610,1.454956166656e+18,0,84.0
611,1.454956166756e+18,0,84.0
612,1.454956166856e+18,0,84.0
613,1.454956166956e+18,0,84.0
614,1.454956167056e+18,0,84.0
615,1.454956167156e+18,1,84.0
616,1.454956167256e+18,1,84.0
617,1.454956167356e+18,1,84.0
618,1.454956167456e+18,1,84.0
619,1.454956167556e+18,1,84.0
620,1.454956167656e+18,1,84.0
621,1.454956167756e+18,1,84.0
622,1.454956167856e+18,1,84.0
623,1.454956167956e+18,1,84.0
624,1.454956168056e+18,1,84.0
625,1.454956168156e+18,1,84.0
626,1.454956168256e+18,1,84.0
627,1.454956168356e+18,1,84.0
628,1.454956168456e+18,1,84.0
629,1.454956168556e+18,1,84.0
630,1.454956168656e+18,1,84.0
631,1.454956168756e+18,1,84.0
632,1.454956168856e+18,1,84.0
633,1.454956168956e+18,1,84.0
634,1.454956169056e+18,1,84.63636363636364
635,1.454956169156e+18,1,85.0
636,1.454956169256e+18,1,85.0
637,1.454956169356e+18,1,85.0
638,1.454956169456e+18,1,85.0
639,1.454956169556e+18,1,85.0
640,1.454956169656e+18,1,85.0
641,1.454956169756e+18,1,85.0
642,1.454956169856e+18,1,85.0
643,1.454956169956e+18,1,85.0
644,1.454956170056e+18,1,85.0
645,1.454956170156e+18,1,85.0
646,1.454956170256e+18,1,85.0
647,1.454956170356e+18,1,85.0
648,1.454956170456e+18,1,85.0
649,1.454956170556e+18,1,85.0
650,1.454956170656e+18,1,85.0
651,1.454956170756e+18,1,85.0
652,1.454956170856e+18,1,85.0
653,1.454956170956e+18,1,85.0
654,1.454956171056e+18,1,85.0
655,1.454956171156e+18,1,85.0
656,1.454956171256e+18,1,85.0
657,1.454956171356e+18,1,85.0
658,1.454956171456e+18,1,85.0
659,1.454956171556e+18,1,85.0
660,1.454956171656e+18,1,84.54545454545455
661,1.454956171756e+18,1,84.0
662,1.454956171856e+18,1,84.0
663,1.454956171956e+18,1,84.0
664,1.454956172056e+18,1,84.0
665,1.454956172156e+18,1,84.0
666,1.454956172256e+18,1,84.0
667,1.454956172356e+18,1,84.0
668,1.454956172456e+18,1,84.0
669,1.454956172556e+18,1,84.0
670,1.454956172656e+18,1,84.0
671,1.454956172756e+18,1,84.0
672,1.454956172856e+18,1,84.0
673,1.454956172956e+18,1,84.0
674,1.454956173056e+18,1,84.0
675,1.454956173156e+18,1,84.0
676,1.454956173256e+18,1,84.0
677,1.454956173356e+18,1,84.0
678,1.454956173456e+18,1,84.0
679,1.454956173556e+18,1,84.0
680,1.454956173656e+18,1,84.0
681,1.454956173756e+18,1,84.0
682,1.454956173856e+18,1,84.0
683,1.454956173956e+18,1,84.0
684,1.454956174056e+18,1,84.0
685,1.454956174156e+18,1,84.0
686,1.454956174256e+18,1,84.0
687,1.454956174356e+18,1,84.0
688,1.454956174456e+18,1,84.0
689,1.454956174556e+18,1,84.0
690,1.454956174656e+18,1,84.0
691,1.454956174756e+18,1,84.0
692,1.454956174856e+18,1,84.0
693,1.454956174956e+18,1,84.0
694,1.454956175056e+18,1,84.0
695,1.454956175156e+18,1,84.45454545454545
696,1.454956175256e+18,1,85.0
697,1.454956175356e+18,1,85.0
698,1.454956175456e+18,1,85.0
699,1.454956175556e+18,1,85.0
700,1.454956175656e+18,1,85.0
701,1.454956175756e+18,1,85.0
702,1.454956175856e+18,1,85.0
703,1.454956175956e+18,1,85.0
704,1.454956176056e+18,1,85.63636363636364
705,1.454956176156e+18,1,86.0
706,1.454956176256e+18,1,86.0
707,1.454956176356e+18,1,86.0
708,1.454956176456e+18,1,86.0
709,1.454956176556e+18,1,86.0
710,1.454956176656e+18,1,86.0
711,1.454956176756e+18,1,86.0
712,1.454956176856e+18,1,86.0
713,1.454956176956e+18,1,86.9090909090909
714,1.454956177056e+18,1,87.0
715,1.454956177156e+18,1,87.0
716,1.454956177256e+18,1,87.0
717,1.454956177356e+18,1,87.0
718,1.454956177456e+18,1,87.0
719,1.454956177556e+18,1,87.0
720,1.454956177656e+18,1,87.27272727272727
721,1.454956177756e+18,1,88.0
722,1.454956177856e+18,1,88.0
723,1.454956177956e+18,1,88.0
724,1.454956178056e+18,1,88.0
725,1.454956178156e+18,1,88.0
726,1.454956178256e+18,1,88.0
727,1.454956178356e+18,1,88.0
728,1.454956178456e+18,1,88.0
729,1.454956178556e+18,1,88.54545454545455
730,1.454956178656e+18,1,89.0
731,1.454956178756e+18,1,89.0
732,1.454956178856e+18,1,89.0
733,1.454956178956e+18,1,89.0
734,1.454956179056e+18,1,89.0
735,1.454956179156e+18,1,89.0
736,1.454956179256e+18,1,89.0
737,1.454956179356e+18,1,89.0
738,1.454956179456e+18,1,89.0
739,1.454956179556e+18,1,89.63636363636364
740,1.454956179656e+18,1,90.0
741,1.454956179756e+18,1,90.0
742,1.454956179856e+18,1,90.0
743,1.454956179956e+18,1,90.0
744,1.454956180056e+18,1,90.0
745,1.454956180156e+18,1,90.0
746,1.454956180256e+18,1,90.0
747,1.454956180356e+18,1,90.0
748,1.454956180456e+18,1,90.9090909090909
749,1.454956180556e+18,1,91.0
750,1.454956180656e+18,1,91.0
751,1.454956180756e+18,1,91.0
752,1.454956180856e+18,1,91.0
753,1.454956180956e+18,1,91.0
754,1.454956181056e+18,1,91.0
755,1.454956181156e+18,1,91.0
756,1.454956181256e+18,1,91.0
757,1.454956181356e+18,1,91.0
758,1.454956181456e+18,1,91.0
759,1.454956181556e+18,1,91.0
760,1.454956181656e+18,1,91.0
761,1.454956181756e+18,1,91.0
762,1.454956181856e+18,1,91.0
763,1.454956181956e+18,1,91.0
764,1.454956182056e+18,1,91.0
765,1.454956182156e+18,1,90.54545454545456
766,1.454956182256e+18,1,90.0
767,1.454956182356e+18,1,90.0
768,1.454956182456e+18,1,90.0
769,1.454956182556e+18,1,90.0
